WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
manipulating	0	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	7
handprints	0	0	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	77
unconscious	1	8	Egyptian television showed chaotic scenes of bloodied , unconscious protesters lying in makeshift triage facilities .	8
midsummer	1	7	Ice was part of Aja Evans ' midsummer day 's dream too .	7
gymnasium	1	6	Reporters had covered King 's 55-minute speech at a high school gymnasium in Rocky Mount on Nov. 27 , 1962 , but a recording was n't known to exist until English professor Jason Miller found an aging reel-to-reel tape in a town library .	11
spontaneous	0	0	No one seemed sure what would happen next -- in part because the movement has become diffuse and spontaneous , attracting a wide cross section of participants .	18
Sur	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	21
atomic	1	6	SEATTLE -- A tiny white sliver inside the heads of fish could hold evidence of a century 's worth of humans wrecking the environment : atomic bombs , overfishing , even climate change .	25
fireworks	0	0	Scattered violence was reported as fireworks and lasers lighted the Sunday night sky .	5
task	0	0	But doing that is a monumental task .	6
prisons	0	0	The acquittals were revealed Friday by the popular British tabloid The Mirror , after its reporters looked for the 10 men in prisons across Pakistan and only found two .	22
chose	0	0	Only two of the 10 men tried were convicted , but the officials chose not to clear up confusion caused by inaccurate media reporting in April -- probably to gain political mileage for acting decisively against Malala 's attackers .	13
confirmed	1	3	It is unclear how many of them are ethnic Russians , but local humanitarian workers confirmed that most aid recipients appeared to have ethnic or family ties to Russia .	15
proliferate	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	17
financially	1	4	Yan is one of a rapidly growing number of self-described `` orphan grandparents '' who feel personally or financially abandoned in a society that traditionally has treated its elders with a respect bordering on reverence .	18
favoring	1	3	Some philatelists say the committee that helps the postmaster general pick new stamps is favoring pop celebrities and fictional characters over cultural sites and historical figures , undermining a long tradition .	14
thoughts	0	0	But it is Vawter 's ability to control the prosthetic with his thoughts that makes the latest case remarkable .	12
Environmental	0	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	0
seizures	1	6	Saurer got involved with the nurse issue in the Charlotte-Mecklenburg Schools because her younger daughter , Hannah , has a history of seizures and serious food allergies .	22
unarmed	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	14
idled	1	6	But crab pots are sitting empty on docks , boats are idled and fishermen are anxiously waiting for California authorities to open the lucrative Dungeness crab season .	11
soon	0	0	`` The highest rank in a democracy is citizen , not Senate president , so soon along with many of you , I will hold that rank and there 's nothing citizens ca n't accomplish when they put their minds to accomplishing it , '' Morse told disconsolate supporters at a party that turned into a political wake .	15
piloted	1	3	A third piloted Black Hawk helicopters in Iraq .	2
provincial	1	6	Non-governmental organizations , nursing homes and provincial governments increasingly are picking up the slack , said Robert Stowe England , an expert on population aging who 's the author of the 2005 book `` Aging China . ''	6
perhaps	0	0	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	49
fear	0	0	Miscommunication , confusion and fear have long been the common threads as the problem grew to what some officials consider crisis-level proportions .	4
prompt	1	5	The recommendations are bound to prompt eye-rolling and LOLs from many teens but an influential pediatricians group says parents need to know that unrestricted media use can have serious consequences .	5
