WORD	LABEL	SENTENCE	SENTENCE_INDEX
shelter	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/sfhomeless.png"/&gt; In recent weeks , San Francisco has sent workers to the Embarcadero to help the homeless find shelter somewhere other than Super Bowl City .	18
quarterbacks	1	STATE COLLEGE , Pa. -- At St. Paul 's Episcopal School in Mobile , Alabama , the high school that produced Crimson Tide quarterbacks AJ McCarron and Jake Coker , there 's a new preseason ritual for football players : the social media talk .	23
refugee	1	With the help of strangers , she crossed the border into Russia , where she now resides in a temporary refugee camp outside the small border town of Donetsk .	20
undone	1	All the while , though , justice remained undone for some of the boys as they became men , went into hiding , and eventually died with the stigma of rape on their reputations .	8
lowering	0	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	26
quarantines	1	New York and New Jersey announced mandatory quarantines for anyone traveling from three West African nations who has had direct contact with an Ebola patient , including health care workers .	7
trade	0	In addition , the U.S. will seek to strengthen global enforcement and international cooperation to fight an illicit trade estimated to total about $ 10 billion per year .	18
carried	0	WASHINGTON -- Eyeing the end of his presidency , Barack Obama urged Americans Tuesday night to rekindle their belief in the promise of change that first carried him to the White House , declaring that the country must not allow election-year fear and division to put economic and security progress at risk .	26
overturn	1	ORLANDO , Fla. -- U.S. Attorney General Eric Holder , the nation 's first black to hold that post , urged NAACP members convening in Orlando on Tuesday to help overturn stand-your-ground laws that `` senselessly expand the concept of self-defense . ''	30
revelers	1	Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds , teleportation and the creation of life .	10
chairwoman	1	`` You can not charge consumers for purchases they did not authorize , '' said Edith Ramirez , the commission chairwoman .	20
seek	0	In addition , the U.S. will seek to strengthen global enforcement and international cooperation to fight an illicit trade estimated to total about $ 10 billion per year .	6
arguing	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	2
Metroplex	0	The paleontologists , along with volunteers from the Dallas Paleontological Society , started digging April 3 and unearthed `` more than 50 percent '' of the Nodosaurus , one of only five ever found in the Metroplex and the first in decades .	36
precipitated	1	It divided some residents here and united others , led to two landmark Supreme Court decisions , and precipitated the civil rights movement in the decades that followed .	18
infested	1	But something bigger bugged her : the district 's policy of sending children home when they were infested with head lice -- grayish-white insects that suck blood from the scalp and cause severe itching .	17
reduce	1	ORLANDO , Fla. -- Theme parks are using technology to reduce waits , but not just for rides .	10
fundamental	1	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	22
opted	1	-LSB- -RSB- -LRB- https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140602_Europe_royals.jpg -RRB- MADRID -- Spain 's King Juan Carlos I told his compatriots Monday he had opted to abdicate to his son Felipe , arguing that `` a new generation demands , with justice , the leading role . ''	19
grieving	1	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	26
opponents	1	`` I love droppin ' 'em , '' she says about opponents .	11
chair	0	`` They 're just sitting there in a lawn chair waiting for you .	9
tongue-dragging	1	-LSB- -RSB- -LRB- https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/AP93848837894.jpg -RRB- It was a steamy August morning , one of those tongue-dragging days when you ca n't stop imagining how good a mouthful of ice would feel .	15
