WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
knowledge	0	0	As an alternative to the classes at her school in Diyarbakir , in southeast Turkey , she would have to choose from three electives : the life of the Prophet Muhammad , the Quran or basic religious knowledge -- or fail the year .	37
redskins	0	0	Halbritter says the dictionary defines the word ` redskins ' precisely that way .	8
parachute	1	7	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	11
suggested	0	0	Pierson , a 30-year Secret Service veteran , was named director only 18 months ago after a prostitution scandal and other problems suggested poor discipline and inadequate oversight in the supposedly elite force responsible for protecting the president , his family and visiting foreign leaders .	22
lead	0	0	`` The Afghan Interior Ministry orders all police forces to confiscate toy guns , which can lead to physical and psychological damage to people , '' the order read .	16
lends	0	0	Strange though it may seem , scientific theory lends credence to this historical fiction .	8
technical	1	5	`` Boeing is preparing to provide technical assistance to the National Transportation Safety Board as it investigates the accident , '' the statement said .	6
microorganisms	1	8	Each year foodborne illnesses caused by these microorganisms sicken 48 million Americans , hospitalize 128,000 and kill 3,000 , according to the agency .	7
refugees	1	5	But nonetheless , the 24-year-old civil engineer from Baghdad plans to fly to Turkey next week in order to join the surge of migrants and refugees making a bid for a better life in Europe .	25
dreams	0	0	There is such a huge gap between my reality and my dreams .	11
auto	0	0	The visit by a member of Japan 's foremost manufacturing family changed the way Toyota Motor Corp. produced cars , altering the global auto industry .	23
requirement	1	4	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	3
Story	0	0	Disney Animation 's sister company , Pixar , has long been a trailblazer , producing the first feature-length computer-animated film , 1995 's `` Toy Story . ''	25
profound	1	5	It 's not a major cause of these troubles , but `` many parents are clueless '' about the profound impact media exposure can have on their children , said Dr. Victor Strasburger , lead author of the new American Academy of Pediatrics policy .	19
piece	0	0	One piece of that market , e-sport multiplayer video-gaming competitions , is expected to bring in $ 612 million this year for games such as Dota 2 and League of Legends .	1
matrix	1	6	Officials had anticipated encountering a substantial cache : The dig is near the La Brea Tar Pits and features a sandy matrix with naturally occurring asphalt -- a fossil haven .	21
fought	0	0	Vermont approved such labeling through the legislative process , but the issue is still being fought in the courts .	15
develop	1	5	That universal truth is something that children seem to understand almost intuitively at a young age , but the path through which they develop a sense of what 's fair and what is n't -- and how they act on injustices -- is something that has been a puzzle for social scientists .	23
prove	0	0	Shippers fear the blockade could prove costly if passages are n't opened fast enough .	5
faculties	0	0	But others perceive the courses as a dangerous fad that will shrink faculties , turn existing professors into glorified teaching assistants and replace meaningful classroom discussion with message boards and student-led forums .	12
lengthy	0	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	16
knowing	0	0	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	62
decontaminated	1	9	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	28
machine	0	0	Philae , a mobile laboratory the size of a washing machine , landed on comet 67P deep in space .	10
giant	0	0	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	51
mouth	0	0	Skeen brought her hand to her mouth .	6
technically	1	5	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	7
bonanza	1	4	Major construction on the highly anticipated Westside subway extension wo n't begin until next year , but an exploratory shaft dug at the corner of Ogden Drive to assess soil conditions for future stations and tunnels has burped up a bonanza of prehistoric swag .	40
detention	1	8	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	47
